"Name","Year","origin"
"lvaro de figueroa y alonsomartnez",1920,"Hispanic-Iberian"
"jos mara de figueroa y alonsomartnez",1920,"Hispanic-Iberian"
"luis de figueroa y alonsomartnez",1924,"Hispanic-Iberian"
"jos luis de frutos molinero",1976,"Hispanic-Iberian"
"mauricio lvarez de las asturias bohorques y ponce de lon",1900,"Hispanic-Iberian"
"rafael de juan garca",1952,"Hispanic-Iberian"
"juan jos de la casa garca",1976,"Hispanic-Iberian"
"juan domingo de la cruz fermanelli",1980,"Hispanic-Iberian"
"heriberto de la fe torres",1960,"Hispanic-Iberian"
"juan alfonso de la puente bordonaba",1980,"Hispanic-Iberian"
"miguel de la quadrasalcedo gayarre",1960,"Hispanic-Iberian"
"juan pedro de miguel rubio",1980,"Hispanic-Iberian"
"thomas de morawitz meczy",1948,"Hispanic-Iberian"
"julin de olivares y bruguera",1924,"Hispanic-Iberian"
"jos mara de palleja ferrer vidal",1924,"Hispanic-Iberian"
"miguel de paz pl",1980,"Hispanic-Iberian"
"flix de poms soler",1924,"Hispanic-Iberian"
"alfonso antonio vicente blas ngel francisco fon de borija cabez de vaca y leighton carvajal y are",1956,"Hispanic-Iberian"
"francisco de roig ventura",1928,"Hispanic-Iberian"
"luis carlos de santiago zabaleta",1968,"Hispanic-Iberian"
"enrique de satrstegui fernndez barri vicua",1920,"Hispanic-Iberian"
"antonio de tort",1924,"Hispanic-Iberian"
"ramn de zubiaurre aguirrezbal",1932,"Hispanic-Iberian"
"luciano del cacho royo",1968,"Hispanic-Iberian"
"juan del campo esteiban",1948,"Hispanic-Iberian"
"luis del cerro forn",1968,"Hispanic-Iberian"
"carlos del coso iglesias",1960,"Hispanic-Iberian"
"joaqun del real surez",1960,"Hispanic-Iberian"
"guillermo del riego gordn",1976,"Hispanic-Iberian"
"jos luis del villar galn",1968,"Hispanic-Iberian"
"hernando delgado hernndez",1960,"Hispanic-Iberian"
"juan manuel delgado y hernndez de tejada",1924,"Hispanic-Iberian"
"manuel delgado ollo",1980,"Hispanic-Iberian"
"aurelio daz cadaveda",1948,"Hispanic-Iberian"
"emilio daz miranda",1960,"Hispanic-Iberian"
"mariano daz daz",1964,"Hispanic-Iberian"
"ventura daz array",1960,"Hispanic-Iberian"
"jess diguez romero",1924,"Hispanic-Iberian"
"diego dez de rivera y figueroa",1924,"Hispanic-Iberian"
"jess dez pinillos",1960,"Hispanic-Iberian"
"jos antonio dinars massagu",1960,"Hispanic-Iberian"
"faustino domnguez salgado",1956,"Hispanic-Iberian"
"jess domnguez garca",1948,"Hispanic-Iberian"
"julio domnguez yebra",1920,"Hispanic-Iberian"
"gustavo doreste blanco",1980,"Hispanic-Iberian"
"jos luis doreste blanco",1976,"Hispanic-Iberian"
"eduardo dualde santos de lamadrid",1960,"Hispanic-Iberian"
"joaqun dualde santos de lamadrid",1960,"Hispanic-Iberian"
"jos durn noguera",1968,"Hispanic-Iberian"
"jos manuel durn prez",1968,"Hispanic-Iberian"
"jaime echevarra y arteche",1964,"Hispanic-Iberian"
"ramn eguiazbal berroa",1920,"Hispanic-Iberian"
"rafael egusquiza basterra",1960,"Hispanic-Iberian"
"francisco javier elorriaga iturriagagoitia",1972,"Hispanic-Iberian"
"joaqun enseat torrents",1960,"Hispanic-Iberian"
"flix erauzquin erauzquin",1948,"Hispanic-Iberian"
"jos mara errandonea urtizberea",1960,"Hispanic-Iberian"
"rafael escalas bestard",1980,"Hispanic-Iberian"
"jess esperanza fernndez",1980,"Hispanic-Iberian"
"francisco espldora muoz",1968,"Hispanic-Iberian"
"miguel espins curto",1972,"Hispanic-Iberian"
"hernn espinosa de los monteros bermejillo",1956,"Hispanic-Iberian"
"jos miguel espinosa abando",1964,"Hispanic-Iberian"
"esteban vigo bentez",1976,"Hispanic-Iberian"
"jos mara esteban celorrio",1972,"Hispanic-Iberian"
"enrique estbanez vela",1948,"Hispanic-Iberian"
"antonio esteller serrahima",1980,"Hispanic-Iberian"
"santiago esteva escoda",1968,"Hispanic-Iberian"
"pelegrn esteve magnet",1948,"Hispanic-Iberian"
"manuel estiarte duocastella",1980,"Hispanic-Iberian"
"rosa estiarte duocastella",1976,"Hispanic-Iberian"
"miguel ngel estrada cobea",1972,"Hispanic-Iberian"
"francisco fbregas bosch",1968,"Hispanic-Iberian"
"jorge fbregas bosch",1968,"Hispanic-Iberian"
"moiss fajardo prez",1968,"Hispanic-Iberian"
"jos luis falcn echegoyen",1960,"Hispanic-Iberian"
"carlos falt mont",1948,"Hispanic-Iberian"
"pedro farreras valenti",1948,"Hispanic-Iberian"
"alejandro febrero lorenzo",1948,"Hispanic-Iberian"
"juan miguel feliz bulnes",1960,"Hispanic-Iberian"
"agustn fernndez dazpavn",1972,"Hispanic-Iberian"
"alfonso fernndez fernndez",1972,"Hispanic-Iberian"
"antonio fernndez ortz",1972,"Hispanic-Iberian"
"dionisio f fernndez fagundez",1928,"Hispanic-Iberian"
"gonzalo fernndez de crdoba y larios",1960,"Hispanic-Iberian"
"jos fernndez serrano",1960,"Hispanic-Iberian"
"juan fernndez vilela",1968,"Hispanic-Iberian"
"mara luisa fernndez miranda",1960,"Hispanic-Iberian"
"rafael fernndez de henostrosa y salabert",1924,"Hispanic-Iberian"
"sonia fernndez daz",1980,"Hispanic-Iberian"
"jos miguel fernndez de liencres flrez",1920,"Hispanic-Iberian"
"blanca fernndez ochoa",1980,"Hispanic-Iberian"
"francisco fernndez ochoa",1968,"Hispanic-Iberian"
"juan manuel fernndez ochoa",1976,"Hispanic-Iberian"
"emilio ferrer calvo",1928,"Hispanic-Iberian"
"carlos figueroa castillejo",1956,"Hispanic-Iberian"
"hernando carlos mara teresa fitzjames stuart y falc portocarrero y osorio",1920,"Hispanic-Iberian"
"jacobo mara del pilar carlos manuel fitzjames stuart y falc portocarrero y osorio",1920,"Hispanic-Iberian"
"laura flaque centellas",1980,"Hispanic-Iberian"
"eduardo flaquer vzquez",1924,"Hispanic-Iberian"
"manuel flores snchez",1980,"Hispanic-Iberian"
"silvia fontana sola",1976,"Hispanic-Iberian"
"jos fontanet petit",1920,"Hispanic-Iberian"
"juan fortuny vidal",1964,"Hispanic-Iberian"
"jos francesch cazorla",1928,"Hispanic-Iberian"
"salvador franch martnez",1972,"Hispanic-Iberian"
"jess fuentes urtiaga",1976,"Hispanic-Iberian"
"jos agustn gajate vidriales",1980,"Hispanic-Iberian"
"federico galera fernndez",1980,"Hispanic-Iberian"
"francisco patxi gamborena hernandorena",1924,"Hispanic-Iberian"
"flix gancedo gmez",1968,"Hispanic-Iberian"
"antonio garca garca",1972,"Hispanic-Iberian"
"aurelio garca oliver",1968,"Hispanic-Iberian"
"carmelo garca alfonso",1960,"Hispanic-Iberian"
"domingo garca montoro",1924,"Hispanic-Iberian"
"emilio garca bengoechea",1960,"Hispanic-Iberian"
"fernando garca de bilbao",1928,"Hispanic-Iberian"
"francisco javier garca lpez",1972,"Hispanic-Iberian"
"jaime garca cruz",1948,"Hispanic-Iberian"
"javier garca cuesta",1972,"Hispanic-Iberian"
"joaqun garca orcoyen",1928,"Hispanic-Iberian"
"jorge garca oliver",1976,"Hispanic-Iberian"
"jos garca lorenzana",1920,"Hispanic-Iberian"
"jos miguel garca meseguer",1980,"Hispanic-Iberian"
"juan garca vergel",1964,"Hispanic-Iberian"
"julio garca fernndez los ros",1928,"Hispanic-Iberian"
"manuel garca gonzlez",1960,"Hispanic-Iberian"
"miguel garca onsalo",1920,"Hispanic-Iberian"
"ramn garca pascual",1960,"Hispanic-Iberian"
"santiago garca canudas",1924,"Hispanic-Iberian"
"manuel garcamoran lopz",1960,"Hispanic-Iberian"
"rafael garralda garre",1980,"Hispanic-Iberian"
"juan garriga teruel",1964,"Hispanic-Iberian"
"luis mara garriga ortz",1964,"Hispanic-Iberian"
"jos luis garzn fito",1968,"Hispanic-Iberian"
"pedro gasset parrilla",1948,"Hispanic-Iberian"
"jess gatell margarit",1968,"Hispanic-Iberian"
"marcelino gaviln y ponce de len",1948,"Hispanic-Iberian"
"manuel carlos gayoso daz",1972,"Hispanic-Iberian"
"fernando gazapo de sarraga",1948,"Hispanic-Iberian"
"francisco de sales gibert riera",1920,"Hispanic-Iberian"
"luis de sales gibert riera",1920,"Hispanic-Iberian"
"ramn moncho gil sequeiros",1920,"Hispanic-Iberian"
"jos gins siu",1972,"Hispanic-Iberian"
"jaime giralt casanova",1924,"Hispanic-Iberian"
"jos giro roca",1980,"Hispanic-Iberian"
"francisco gironella coromines",1952,"Hispanic-Iberian"
"santiago goicoechea orsolides",1928,"Hispanic-Iberian"
"jos manuel gmet canet",1976,"Hispanic-Iberian"
"jos gmez lucas",1968,"Hispanic-Iberian"
"julio gmez almazn",1960,"Hispanic-Iberian"
"fernando gmezreino lecoq",1976,"Hispanic-Iberian"
"ngel gonzlez castaos",1980,"Hispanic-Iberian"
"armando gonzlez gonzlez",1960,"Hispanic-Iberian"
"benjamn gonzlez gmez",1980,"Hispanic-Iberian"
"enrique gonzlez herrera",1960,"Hispanic-Iberian"
"francisco gonzlez bada",1928,"Hispanic-Iberian"
"isidro gonzlez de mendoza crespo",1928,"Hispanic-Iberian"
"jaime gonzlez chas",1968,"Hispanic-Iberian"
"jess gonzlez guisande",1980,"Hispanic-Iberian"
"jorge gonzlez amo",1968,"Hispanic-Iberian"
"jos antonio gonzlez de linares",1968,"Hispanic-Iberian"
"jos gonzlez delgado",1932,"Hispanic-Iberian"
"jos gonzlez esplugas",1928,"Hispanic-Iberian"
"jos luis gonzlez snchez",1980,"Hispanic-Iberian"
"julio a gonzlez boada",1924,"Hispanic-Iberian"
"mara del carmen gonzlez resina",1960,"Hispanic-Iberian"
"miguel ngel gonzlez lzaro",1960,"Hispanic-Iberian"
"minervino gonzlez melero",1960,"Hispanic-Iberian"
"antonio gorostegui ceballos",1976,"Hispanic-Iberian"
"moiss goslvez garca",1980,"Hispanic-Iberian"
"alfredo goyeneche moreno",1960,"Hispanic-Iberian"
"jos ramn goyeneche bilbao",1964,"Hispanic-Iberian"
"francisco paco goyoaga caamao",1956,"Hispanic-Iberian"
"enrique granados gal",1920,"Hispanic-Iberian"
"enrique granados aumacellas",1952,"Hispanic-Iberian"
"jos antonio grande cereijo",1968,"Hispanic-Iberian"
"jos luis grasset jamar",1920,"Hispanic-Iberian"
"enrique guardia yez",1972,"Hispanic-Iberian"
"manuel guerra prez",1948,"Hispanic-Iberian"
"jess guerrero biztegui",1972,"Hispanic-Iberian"
"francisco jos gerri ballarn",1980,"Hispanic-Iberian"
"fernando guilln iglesias",1924,"Hispanic-Iberian"
"jorge guilln montenegro",1960,"Hispanic-Iberian"
"mariano haro cisneros",1968,"Hispanic-Iberian"
"jorge head ladeveze",1972,"Hispanic-Iberian"
"isidoro hornillos baz",1980,"Hispanic-Iberian"
"jaime hulamo hulamo",1972,"Hispanic-Iberian"
"jos ibarburu urculu",1960,"Hispanic-Iberian"
"manuel ibarburu urrestarazu",1960,"Hispanic-Iberian"
"manuel lolo ibern alcalde",1968,"Hispanic-Iberian"
"santiago idgoras bilbao",1976,"Hispanic-Iberian"
"jos mara igartua mendizbal",1968,"Hispanic-Iberian"
"juan miguel igartua narvaiza",1972,"Hispanic-Iberian"
"jess iradier nez",1972,"Hispanic-Iberian"
"fernando irayzoz castejon",1960,"Hispanic-Iberian"
"luis isamat bosch",1928,"Hispanic-Iberian"
"ignacio izaguirre echaniz",1920,"Hispanic-Iberian"
"jos luis izquierdo talavera",1960,"Hispanic-Iberian"
"rafael jan rodrguez",1968,"Hispanic-Iberian"
"juan jan giralt",1968,"Hispanic-Iberian"
"eduardo jardn y ron",1948,"Hispanic-Iberian"
"fernando jardn y ron",1948,"Hispanic-Iberian"
"francisco jardn y ron",1948,"Hispanic-Iberian"
"eugenio judenes agacino",1968,"Hispanic-Iberian"
"jos mara juregui lagua",1928,"Hispanic-Iberian"
"francisco jimnezalfaro y alaminos",1928,"Hispanic-Iberian"
"gonzalo jimnez corral",1928,"Hispanic-Iberian"
"nemesio jimnez garrido",1968,"Hispanic-Iberian"
"rafael jimnez corral",1928,"Hispanic-Iberian"
"joaqun alonso gonzlez",1980,"Hispanic-Iberian"
"juan jos juani castillo barreto",1976,"Hispanic-Iberian"
"juan antonio juanito felipe gallego",1980,"Hispanic-Iberian"
"juan juanito gmez gonzlez",1976,"Hispanic-Iberian"
"juan junqueras bogua",1924,"Hispanic-Iberian"
"luis kiriki iruretagoyena ayestarn",1928,"Hispanic-Iberian"
"carlos kirkpatrick odonnell",1948,"Hispanic-Iberian"
"santos labaca martnez",1972,"Hispanic-Iberian"
"fernando labourdetteliaresq bonnecaze",1928,"Hispanic-Iberian"
"rafael ladrn de guevara ortiz de urbina",1976,"Hispanic-Iberian"
"arturo langlenton len",1968,"Hispanic-Iberian"
"miguel langlenton len",1976,"Hispanic-Iberian"
"josmara larrabeiti eguidazu",1924,"Hispanic-Iberian"
"jess larraza renovales",1924,"Hispanic-Iberian"
"joaqun larroya solano",1960,"Hispanic-Iberian"
"jos manuel lasa urquia",1964,"Hispanic-Iberian"
"miguel mara lasa urquia",1968,"Hispanic-Iberian"
"jos luis lasplazas pujolar",1924,"Hispanic-Iberian"
"luis mara lasrtegui berridi",1980,"Hispanic-Iberian"
"ramn lavn ortega",1980,"Hispanic-Iberian"
"emilio lecuona ley",1960,"Hispanic-Iberian"
"jos legarreta abaita",1928,"Hispanic-Iberian"
"jos leiceaga echazarreta",1960,"Hispanic-Iberian"
"ngel len gozalo",1948,"Hispanic-Iberian"
"jos vicente len peston",1960,"Hispanic-Iberian"
"gabino lizarza berastegui",1924,"Hispanic-Iberian"
"jorge llopart ribas",1980,"Hispanic-Iberian"
"jos llorens arbs",1960,"Hispanic-Iberian"
"jos luis llorente gento",1980,"Hispanic-Iberian"
"mario lloret riera",1976,"Hispanic-Iberian"
"juan llort corbella",1972,"Hispanic-Iberian"
"juan lloveras calvet",1980,"Hispanic-Iberian"
"manuel lobo vidal",1928,"Hispanic-Iberian"
"lvaro lpez espejo",1972,"Hispanic-Iberian"
"carlos lpez quesada",1956,"Hispanic-Iberian"
"emilio lpez de letona",1924,"Hispanic-Iberian"
"fernando lpez del hierro y marn",1952,"Hispanic-Iberian"
"francisco lpez balcells",1972,"Hispanic-Iberian"
"gerardo lpez espejo",1968,"Hispanic-Iberian"
"gregorio lpez pelayo",1980,"Hispanic-Iberian"
"jos manuel lpez rodrguez",1964,"Hispanic-Iberian"
"jos ramn lpez dazflor",1976,"Hispanic-Iberian"
"juan manuel lpez iturriaga",1980,"Hispanic-Iberian"
"julio lpez santolaria",1960,"Hispanic-Iberian"
"rafael lpez de len",1980,"Hispanic-Iberian"
"jess lpez de lara mallor",1924,"Hispanic-Iberian"
"david lpezzubero purcell",1976,"Hispanic-Iberian"
"valentn loren bustos",1964,"Hispanic-Iberian"
"jos luis corts",1960,"Hispanic-Iberian"
"clifford bruce cliff luyk diem",1968,"Hispanic-Iberian"
"ignacio macaya santos de lamadrid",1960,"Hispanic-Iberian"
"ernestina maenza fernndezcalvo",1936,"Hispanic-Iberian"
"ramon magarios duro",1968,"Hispanic-Iberian"
"santos magaz marcos",1980,"Hispanic-Iberian"
"manuel majo hernndez",1928,"Hispanic-Iberian"
"montserrat majo",1976,"Hispanic-Iberian"
"santiago malgosa morera",1980,"Hispanic-Iberian"
"juan santiago malo chesa",1960,"Hispanic-Iberian"
"santiago manguan pascual",1976,"Hispanic-Iberian"
"filiberto marco",1968,"Hispanic-Iberian"
"eloisa marcos quintano",1976,"Hispanic-Iberian"
"martn marculeta barbera",1928,"Hispanic-Iberian"
"enrique margall tauler",1968,"Hispanic-Iberian"
"jos mara margall tauler",1980,"Hispanic-Iberian"
"jos marn sospedra",1980,"Hispanic-Iberian"
"miguel marina arostegui",1968,"Hispanic-Iberian"
"jorge marin tares",1964,"Hispanic-Iberian"
"ngel mariscal beuba",1928,"Hispanic-Iberian"
"diego martel",1968,"Hispanic-Iberian"
"carlos mart arenas",1948,"Hispanic-Iberian"
"andrs martn rodrguez",1968,"Hispanic-Iberian"
"francisco jess martn morrillas",1976,"Hispanic-Iberian"
"isidro luis martn solano",1980,"Hispanic-Iberian"
"alfonso martnez gmez",1960,"Hispanic-Iberian"
"enrique martnez de vallejo manglano",1960,"Hispanic-Iberian"
"hermenegildo martnez sabido",1960,"Hispanic-Iberian"
"irene martnez mecha",1980,"Hispanic-Iberian"
"javier martnez gimnez",1976,"Hispanic-Iberian"
"jos martnez llobet",1924,"Hispanic-Iberian"
"jos luis martnez vzquez",1968,"Hispanic-Iberian"
"jos luis martnez de ubago aguado",1968,"Hispanic-Iberian"
"juan martnez de vallejo manglano",1960,"Hispanic-Iberian"
"juan fermn martnez caballero",1968,"Hispanic-Iberian"
"juan antonio martnez arroyo",1968,"Hispanic-Iberian"
"luis martnez zapata",1948,"Hispanic-Iberian"
"manuel martnez llaneza",1960,"Hispanic-Iberian"
"nemesio martnez hombre",1924,"Hispanic-Iberian"
"paulino martnez barredo",1976,"Hispanic-Iberian"
"ramn martnez roig",1960,"Hispanic-Iberian"
"santiago martnez larraz",1948,"Hispanic-Iberian"
"isidoro martnezvela ferry",1948,"Hispanic-Iberian"
"miguel martorell pou",1960,"Hispanic-Iberian"
"juan martos nomen",1960,"Hispanic-Iberian"
"fermn ms arranz",1968,"Hispanic-Iberian"
"gloria mas gil",1980,"Hispanic-Iberian"
"natalia ms masdefiol",1980,"Hispanic-Iberian"
"agustn masaa daz",1968,"Hispanic-Iberian"
"javier masana beignes",1964,"Hispanic-Iberian"
"pedro massana calvet",1952,"Hispanic-Iberian"
"ricardo massana cullell",1924,"Hispanic-Iberian"
"francisco de asis mateos ngel",1972,"Hispanic-Iberian"
"juan antonio medina balenciaga",1972,"Hispanic-Iberian"
"pedro medina casado",1964,"Hispanic-Iberian"
"jaime mela oms",1924,"Hispanic-Iberian"
"luis melndez gardeas",1920,"Hispanic-Iberian"
"carlos melero garca",1972,"Hispanic-Iberian"
"enrique melo ramn",1972,"Hispanic-Iberian"
"jos luis mndez garca",1960,"Hispanic-Iberian"
"pedro mndez cuesta",1924,"Hispanic-Iberian"
"andrs mendieta ocamica",1968,"Hispanic-Iberian"
"flix mendizbal mendiburu",1920,"Hispanic-Iberian"
"herminio menndez rodrguez",1972,"Hispanic-Iberian"
"eusebio mesa laso",1960,"Hispanic-Iberian"
"agustn mestres rivas",1948,"Hispanic-Iberian"
"luis meya adrubau",1968,"Hispanic-Iberian"
"carlos miguel de los reyes",1924,"Hispanic-Iberian"
"agustn milln garca",1980,"Hispanic-Iberian"
"enrique milln alarcn",1936,"Hispanic-Iberian"
"pedro luis millet soler",1976,"Hispanic-Iberian"
"joaqun miquel casas",1924,"Hispanic-Iberian"
"miguel mir genes",1976,"Hispanic-Iberian"
"constantino miranda justo",1948,"Hispanic-Iberian"
"jos mara joaqun pedro mir trepat",1920,"Hispanic-Iberian"
"margarita margot moles pia",1936,"Hispanic-Iberian"
"jos molns montes",1960,"Hispanic-Iberian"
"luis moln armengol",1952,"Hispanic-Iberian"
"jos antonio momee campo",1960,"Hispanic-Iberian"
"juan monjardn callejn",1924,"Hispanic-Iberian"
"jorge monjo borget",1968,"Hispanic-Iberian"
"paulino monsalve ballesteros",1980,"Hispanic-Iberian"
"manuel montesinos uso",1980,"Hispanic-Iberian"
"jos montllor pastor",1928,"Hispanic-Iberian"
"enrique montserrat foj",1960,"Hispanic-Iberian"
"jaime monzo cots",1968,"Hispanic-Iberian"
"pedro valentn mora marin",1968,"Hispanic-Iberian"
"miguel mora gornals",1960,"Hispanic-Iberian"
"javier moracho torrente",1980,"Hispanic-Iberian"
"juan jos moral arnaz",1976,"Hispanic-Iberian"
"eliseo morales walter",1924,"Hispanic-Iberian"
"raimundo morales veloso",1924,"Hispanic-Iberian"
"santiago morales alonso",1980,"Hispanic-Iberian"
"aurora morata salvador",1980,"Hispanic-Iberian"
"antonio moreira montero",1920,"Hispanic-Iberian"
"alberto moreiras lpez",1948,"Hispanic-Iberian"
"juan morera altisent",1972,"Hispanic-Iberian"
"emiliano morlans pueyo",1980,"Hispanic-Iberian"
"joaqun moya rodrguez",1960,"Hispanic-Iberian"
"juan muguerza sasieta",1920,"Hispanic-Iberian"
"renata mller von rathlef",1960,"Hispanic-Iberian"
"fernando muagorri alcorta",1928,"Hispanic-Iberian"
"juan muoz panades",1928,"Hispanic-Iberian"
"juan francisco muoz melo",1980,"Hispanic-Iberian"
"luis muoz cabrero",1956,"Hispanic-Iberian"
"pedro mura leguizamon",1960,"Hispanic-Iberian"
"antonio nava cano",1968,"Hispanic-Iberian"
"andrs navarro moreno",1960,"Hispanic-Iberian"
"jos navarro morenes",1924,"Hispanic-Iberian"
"mara de los angeles maran navarro de diegio",1960,"Hispanic-Iberian"
"miguel navarro palos",1960,"Hispanic-Iberian"
"santiago navarro flez",1960,"Hispanic-Iberian"
"toms nistal fernndez",1972,"Hispanic-Iberian"
"miguel noguer castellvi",1980,"Hispanic-Iberian"
"joaqun nogueras mrquez",1948,"Hispanic-Iberian"
"antonio nogus dalmases",1968,"Hispanic-Iberian"
"jos nora barnay",1960,"Hispanic-Iberian"
"jos ignacio novoa behovide",1980,"Hispanic-Iberian"
"carmen beln nez oller",1972,"Hispanic-Iberian"
"miguel ngel ochoa vaca",1968,"Hispanic-Iberian"
"santiago ojeda prez",1972,"Hispanic-Iberian"
"juan olabarri de la sota",1964,"Hispanic-Iberian"
"jaume jim oliver frontera",1948,"Hispanic-Iberian"
"julio oliver caadas",1980,"Hispanic-Iberian"
"luis miguel oliver caadas",1980,"Hispanic-Iberian"
"antonio olmo ramrez",1976,"Hispanic-Iberian"
"juan omedes calonge",1948,"Hispanic-Iberian"
"luis omedes calonja",1952,"Hispanic-Iberian"
"luis omedes sistachs",1924,"Hispanic-Iberian"
"pablo ordejn dez",1960,"Hispanic-Iberian"
"diego ordez arcauz",1920,"Hispanic-Iberian"
"manuel ordovas gonzlez",1952,"Hispanic-Iberian"
"gerardo ortega de francisco",1968,"Hispanic-Iberian"
"vicente ortega villa",1972,"Hispanic-Iberian"
"francisco ortz martn",1924,"Hispanic-Iberian"
"fernando ortuo blasco",1968,"Hispanic-Iberian"
"luis otero snchezencinas",1920,"Hispanic-Iberian"
"jess oyarbide gonzlez",1928,"Hispanic-Iberian"
"jos ramn oyarzbal uranga",1980,"Hispanic-Iberian"
"nazario padrn arencibia",1964,"Hispanic-Iberian"
"jos padrs rebollo",1968,"Hispanic-Iberian"
"antonio pez montero",1980,"Hispanic-Iberian"
"francisco pagazaurtunda gonzlezmurrieta",1920,"Hispanic-Iberian"
"jos mara pagoaga larraaga",1980,"Hispanic-Iberian"
"carlos mara pajarn del lamo",1920,"Hispanic-Iberian"
"miguel palau claveras",1924,"Hispanic-Iberian"
"miguel palau vila",1952,"Hispanic-Iberian"
"amador palma iturraspe",1924,"Hispanic-Iberian"
"luis palomo pujol",1948,"Hispanic-Iberian"
"maria nieves panadell brigues",1972,"Hispanic-Iberian"
"jos panizo rodrguez",1960,"Hispanic-Iberian"
"valentn paraso pieros",1980,"Hispanic-Iberian"
"jos pardas grau",1980,"Hispanic-Iberian"
"luis casas pasarn",1924,"Hispanic-Iberian"
"jos pastor cataln",1924,"Hispanic-Iberian"
"juan pelln fernndezfonteche",1976,"Hispanic-Iberian"
"arturo pea aznar",1928,"Hispanic-Iberian"
"anacleto jos mara pea salegui",1924,"Hispanic-Iberian"
"miguel pea moral",1924,"Hispanic-Iberian"
"francisco peralta osorno",1980,"Hispanic-Iberian"
"martn perarnau grau",1980,"Hispanic-Iberian"
"julio peredejordi vergara",1924,"Hispanic-Iberian"
"antonio prez cospedal",1964,"Hispanic-Iberian"
"carlos prez alonso",1960,"Hispanic-Iberian"
"enrique prez soler",1924,"Hispanic-Iberian"
"francisco prez gimnez",1980,"Hispanic-Iberian"
"isidoro prez gonzlez",1948,"Hispanic-Iberian"
"jorge prez villanueva",1980,"Hispanic-Iberian"
"jos mara prez de rubn feigl",1980,"Hispanic-Iberian"
"mariano prez martnez",1968,"Hispanic-Iberian"
"jos perramn acosta",1972,"Hispanic-Iberian"
"jos perurena lpez",1968,"Hispanic-Iberian"
"rafael pichichi moreno aranzadi",1920,"Hispanic-Iberian"
"vicente piera paella",1924,"Hispanic-Iberian"
"jos mara pigrau santpere",1968,"Hispanic-Iberian"
"jos manuel pinillo antoln",1924,"Hispanic-Iberian"
"juan poll puig",1948,"Hispanic-Iberian"
"teodoro diodoro pons domnguez",1920,"Hispanic-Iberian"
"francisco prat domenech",1964,"Hispanic-Iberian"
"luis pratsmas perera",1948,"Hispanic-Iberian"
"antonio prieto velasco",1980,"Hispanic-Iberian"
"conchita puig barata",1972,"Hispanic-Iberian"
"jos mara puig bori",1924,"Hispanic-Iberian"
"poncio puigdevall planas",1972,"Hispanic-Iberian"
"joaqun pujol simn",1964,"Hispanic-Iberian"
"jos oriol pujol de coma",1948,"Hispanic-Iberian"
"jos pujol simn",1972,"Hispanic-Iberian"
"jos mariano pulido sols",1976,"Hispanic-Iberian"
"rita pulido castro",1960,"Hispanic-Iberian"
"antonio queipo de llano y acua",1960,"Hispanic-Iberian"
"roberto luis queralt alentorn",1952,"Hispanic-Iberian"
"jacinto francisco fernndez de quincoces y lpez de arbina",1928,"Hispanic-Iberian"
"juan quintana bosch",1968,"Hispanic-Iberian"
"ramn quintana bosch de basea",1972,"Hispanic-Iberian"
"luis domingo ramn menarges",1980,"Hispanic-Iberian"
"emilio ramos delgado",1972,"Hispanic-Iberian"
"luis gregorio ramos mision",1976,"Hispanic-Iberian"
"enrique quique ramos gonzlez",1980,"Hispanic-Iberian"
"vicente ramos cecilio",1968,"Hispanic-Iberian"
"antonia real horrach",1976,"Hispanic-Iberian"
"luis regueiro pagola",1928,"Hispanic-Iberian"
"federico reparaz linazasoro",1920,"Hispanic-Iberian"
"severino requejo pato",1972,"Hispanic-Iberian"
"juan riba guix",1924,"Hispanic-Iberian"
"jos ribas juan",1960,"Hispanic-Iberian"
"leandro ribera abad",1952,"Hispanic-Iberian"
"fernando jos riera ros",1960,"Hispanic-Iberian"
"jos luis riera cavaller",1948,"Hispanic-Iberian"
"luis rierola albo",1928,"Hispanic-Iberian"
"alfredo rigau llauger",1980,"Hispanic-Iberian"
"hiplito poli rincn povedano",1980,"Hispanic-Iberian"
"rogelio rivas aval",1964,"Hispanic-Iberian"
"ngel custodio  riveras de la portilla",1968,"Hispanic-Iberian"
"pedro robert font",1980,"Hispanic-Iberian"
"robustiano robus bilbao echevarra",1928,"Hispanic-Iberian"
"carlos roca portols",1980,"Hispanic-Iberian"
"miguel roca carbonell",1980,"Hispanic-Iberian"
"jos rochel morales",1972,"Hispanic-Iberian"
"leopoldo rods pars",1960,"Hispanic-Iberian"
"ana mara rodrguez molina",1980,"Hispanic-Iberian"
"domingo rodrguez somoza",1920,"Hispanic-Iberian"
"emiliano rodrguez rodrguez",1960,"Hispanic-Iberian"
"enrique rodrguez cal",1972,"Hispanic-Iberian"
"jess rodrguez lafuente",1960,"Hispanic-Iberian"
"jorge rodrguez jirona",1964,"Hispanic-Iberian"
"juan carlos rodrguez",1976,"Hispanic-Iberian"
"juan francisco rodrguez mrquez",1972,"Hispanic-Iberian"
"secundino rodrguez rodrguez",1968,"Hispanic-Iberian"
"vicente rodrguez royn",1976,"Hispanic-Iberian"
"pedro roig junyent",1960,"Hispanic-Iberian"
"gregorio rojo sagredo",1948,"Hispanic-Iberian"
"fernando romay pereiro",1980,"Hispanic-Iberian"
"mara teresa romero martnez",1972,"Hispanic-Iberian"
"jaime ros puigsubir",1976,"Hispanic-Iberian"
"jos mara rosillo torres",1976,"Hispanic-Iberian"
"jorge roura bonnet",1968,"Hispanic-Iberian"
